code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So (JH),Tomo Kan (Segue),Tomo Kan (Diangassagou),,"Tommo So (Tongo Tongo, JH)","Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, SE/JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,synonymy,book p,comment,domain,specimens
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50414,,,2011,,bush sp.,buisson sp.,,"dú-yàgàyàgà, [yàgà-yàgà]-yá",sèkúrù ~ sègúrù,,sèkírî ~ sègírî,,"àrá-é:rù-m (""cream.of.millet-delicious"", stems used as condiment for cream of millet)",sègúrù,,,,,,,,,,ɔ̀dɔ̀-kɔ́lbɔ́,kɔ́gɛ̀ xxx[verify],tírùgù,sǔy,sǔy,[nì:-mbò]-nàmâ:,"pándé tùmá (Boui, ""cotton.string's wood"")",kɔ́:gɛ́,kɔ́:gɛ́,sèré-sèrè,sèré:ⁿsérè,,,,"gʸɛ̀nɔ́ŋkɔ̄ŋgɔ̄ (SE spcm 1), àdwàɛ́ sɔ̀gɔ́yíbɛ̀ (SE spcm 2), ží:ⁿzáwⁿɛ̀ (JH 05)",,,,yàgà-yágà,,Hibiscus micranthus,,,"may be confused with H. pseudohirtus; rocky debris; Gao, Douentza, Hombori; peduncle 2-3 cm; flower white to pink; used as flavoring in cream of millet",plant,2004_547/548
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50415,,,2011,,erect herb sp.,plante herbacée érigée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hibiscus panduriformis,,,Kikara specimen; peduncle 1-2 cm; very large yellow flower; long rigid prickly bristles,plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50416,,,2011,,bush sp.,buisson sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hibiscus pseudohirtus,,,"very close to H. micranthus; rocky debris, Douentza, Bandiagara",plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50417,,,2011,,roselle,"dah, oseille",,àⁿsú,,ìzî:,,,"àɲú, ɛ̀ŋɛ̀rⁿɛ̀-àɲú (""frog roselle"", wild form of roselle)",ànjú,à:ⁿsú,,àɲú,"àɲú, àɲí (fruit)",àɲú,ànjú,,ánjù:,,"ànjì-ý, dò:nú (greens)","ànjì-ý, ànjì-ỳ bánú (""... red""), ànjì-ỳ kúú pílù (""... head-white"")","dòŋùnú (greens), ánjê: (grains), púnú (fruit)",ènjé,,,ánjí,sɔ́lɔ̀,,ánjì,ánjì,sólágè,sɔ̀lɔ̀gè,,,,,jèsùm-ò,"gésúmá\\gèsùm-ǎ:, fɔ̌wnɔ̀-gésúmá (growing wild, ""monkey-roselle"")",,Hibiscus sabdariffa,,,cultivated; several distinctive cultivars (green or red calyx),plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50687,,,2011,,red calyx of roselle,calice rouge de dah,,kɔ́wrɔ́ (red calyx),,,,,,,,,,,,,,"ànjù-kòylè bâwⁿ (""... red"")",,,ànjì-kóbú,,,,,,,,,,,,,,,,wàrw-ò (red calices),wàrâw (calyx),,Hibiscus sabdariffa (red calyx),,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50709,,,2011,,roselle variety with small greenish-white fruits,variété de dah à petits fruits blancs verdâtres,,,,,,,,,,,,,àɲú kêwⁿ,,,,,ànjì-ý,"nà:lù-ànjì-ý (""Nalou[village]-roselle"")",,,,,,,,,,,,,,,,,,,Hibiscus sabdariffa (variety),,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50710,,,2011,,roselle variety with large greenish-white fruits,variété de dah à gros fruits blancs verdâtres,,,,,,,,,,,,,àɲú-gò:rò,ànjù-ŋgò:lò pílù,,,,ànjì-ỳ ków,,,,,,,,,,,,,,,,,,,,Hibiscus sabdariffa (variety),,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50711,,,2011,,roselle variety with large red fruits,,,,,,,,,,,,,,aɲù-gò:rò bárⁿù,ànjù-ŋgò:lò bánù,,,,ànjì-ỳ kòw bánú,,,,,,,,,,,,,,,,,,,,Hibiscus sabdariffa (variety),,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50712,,,2011,,roselle varieties with large fruits (red and green types),,,,,,,,,,,,,,,ànjú-ŋgò:ló,,,,ànjì-ỳ ków,,,,,,,,,,,,,,,,,,,,Hibiscus sabdariffa (variety),,,cultivated,plant (cultivated),
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50418,,,2011,,erect herb sp.,plante herbacée érigée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yàgà-yágà,,Hibiscus sidiformis,,,"rocky debris, disturbed band; peduncle 2-5 cm, flower yellow",plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50419,,,2011,,bush spp.,buisson spp.,,yàgà-yágà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yàgà-yágà,,"Hibiscus spp. (micranthus, longisepalus, etc.)",,,typically H. micranthus and H. longisepalus (excludes H. sabdariffa or H. cannabinus),plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50420,,,2011,,shrubby herb sp.,arbuste herbacé sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hibiscus sterculiifolius,,,Hombori specimen; riverbanks; large pentagonal leaf; yellow flowers in racemes at top of plant,plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50421,,,2011,,herb sp.,plante herbacée sp.,,,,,"[ɔ̀rɔ̀-bàmbàrà]-gùndá (""Corchorus-slave"")",,"ɔ́n-wárⁿá (""xxx"") [not rec M]",,,,,,,,,,,,xxx[elicit],,,,,,,,,,,,,sìŋkà:rì-mǎ:-ɲàmà (2011),,,"áŋkón-ò [tones], fìgìs-ò (Waami), ɲáŋkòŋgórò (Waami)",,,Sida alba,,,"small oval leaf widest at base, 3 thornlike spurs at base of petiole, flower white",plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50422,,,2011,,herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,"hòròbà-bɛ̀ʔɛ́ⁿ (""communal-stick"")",pàfùfú: (used for cordage),,yúú-bàràmbày,xxx[elicit],,,,,,kɔ́jí pùrùdù (Ficko),,gɔ̀rí-kɔ̀jì,,,"wè:-gè pólómpólò (""children's Gyrocarpus"")",,yà:ndɛ̀ⁿ-bírmɛ̀ (2011),,,gàŋkúmcèyjèríyá,,,Sida cordifolia,,,broad downy oval leaf,plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50423,,,2011,,bush sp.,buisson sp.,,,"[bɛ̀r-bèrè]-òmdô: (""goatherd-tamarind"")",,"dámbí úsírì (""courtyard's broom"", used for tough brooms), tàrá úsùrì (""granary's broom"", used for tough brooms)",,"béré-sá:mà (""stick-broom"", used as a tough broom)","gɔ̌: wà jè:rú (""granary's broom""), [àrⁿà-kùm]-jè:rú (""bachelor-broom"")",,,,àŋàbɔ̀rló,,,,"sùnì-bɛ̀gɛ̂ⁿ (""broom-stick"")",,sèmbú,xxx[elicit],bè:gú sáŋàlàŋ,pɔ́lɛ̀:,,ùnùl sáŋálá (Mougui),,tùmà jɛ́nnì,,órì-bɔ́gɔ̀dɔ̀,,,,,,,,,,,Sida ovata,,,"small oval leaf with undulating margins, flower pale yellow",plant,"2004_225 Beni, 2005_284 Beni"
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50424,,,2011,,bush sp.,buisson sp.,,,,,,,,,,,,,,,,,,,xxx[elicit],ɔ́:rɔ́ mɛ́mɛ̀,,,,,,,,,,,,,,,,,,Sida rhombifolia,,,reported Sanga; leaf diamond-shaped on lower stem with dentate margins,plant,
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50425,,,2011,,bush sp.,buisson sp.,,,[yàgùm-yà:]-gùlɔ́,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sida urens var. urens,,,"Douentza, large cordiform oval leaf with long acuminate tip",plant,2005_272 Beni
flora,flowering,flore,fleurissant,200,5,Malvaceae,,,50426,,,2011,,bush sp.,buisson sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wissadula rostrata,,,oval cordiform leaf like Sida urens,plant,
flora,flowering,flore,fleurissant,200,5,Meliaceae,,,50427,,,2011,,neem tree,nîme (arbre),,ànàsá:rá tìwⁿà,gɔ̀njî:,kìní:nì,gɔ̀njî,,gɔ́:jú,gɔ̀njú,gòzî:ⁿ,,gɔ̀sí,gɔ̀jí,gɔ̀:jí,tìmmɛ̀y-gállù,nímí,cùmɛ̂yⁿ,,gɔ̀ɲjí,gɔ̀ɲjí,gɔ̀:sî:,gònjí,gɔ̀g-íyè,tìmɔ̀: gǎl-ŋgò\\tìmɛ̀: gàlí-yè,pɔ́ŋgùdɔ́ (Boui),tìnìŋgɔ̀ kárá-kárá,tìnìŋgɔ̀ kárá-kárá,tìŋgɔ́-kàdá-kàdá,tíŋgɔ́` kádá kádá,pòŋgùdá,póŋgúdà,,pɔ́ŋgùndà (JH 05),,,"ʔàgò:jì, mílíyâ","kínínì, pɔ̂ŋ-gúdà ~ pôm-gúdà",,Azadirachta indica,,A353,widely planted,plant (planted),
flora,flowering,flore,fleurissant,200,5,Meliaceae,,,50428,,,2011,,tree sp.,caïlcédrat (arbre),,pɛ̀rɛ̀:rɛ́,pɛ̀rɛ̌y,pɛ̀rɛ̌y,pɛ̀rɛ́,,pɛ̀rú,pɛ̀rú,pɛ̀rú,,pɛ̀rú,pɛ̌l,pɛ̀rú,pɛ́lú,pyɛ́,pyɛ̂w,,pɛ̀lú,pɛ̀lú,pɛ̀lɛ́ŋ,pɛ̀:ŋgó,pɛ̀lɛ̀ŋ,pɛ̀lɛ̀-ŋgó\\pɛ̀lɛ́,pɛ́lɛ́ (Boui),pɛ́là,pélà,té:ndà,té:ndà,téndà,pɛ̀lɛ̀,,pɛ́rɛ́ (JH 05),,,"fèrr-ò, tù:rí bè:r-ò (""tree big"")",fɛ̀rɛ̀rɛ́,,Khaya senegalensis,,A355,medicinal bark (very bitter),plant,
flora,flowering,flore,fleurissant,200,5,Menispermaceae,,,50429,,,2011,,herbaceous liana sp.,liane herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cissampelos mucronata,,,"heliophile liana, riverbanks",plant,
flora,flowering,flore,fleurissant,200,5,Menispermaceae,,,50430,,,2011,,shrub sp.,arbuste sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocculus pendulus,,,"Timbuktu, sand; on acacia and Balanites",plant,
flora,flowering,flore,fleurissant,200,5,Menispermaceae,,,50431,,,2011,,woody liana sp.,liane ligneuse sp.,,ǎn-sèsérè,gùrⁿɔ́,bà:bɛ̀lɛ̌m,gùrgùsì pírí,,bà:-bɛ̀rɛ̌m (Fombori),ɛ̀rⁿɛ́-mɛ́mɛ̂yⁿ,,,,gùrⁿɔ́,xxx,ɛ̀ndɛ̀-gùmɔ́ ɔ̀rɔ̀ ('giant millipede's baobab sauce'),,,,xxx,"térèmbè, mɛ̀lɛ̀gɛ̀m tènnè kɔ̀rɔ̌y [""djinn-well-calabash"", since berries cut in half resemble calabashes]",gàlàŋgùlɛ́:,gùnó,gùrⁿò,kókóbú-ŋgó\\kókóbí,ùnàmɛ̌: (Boui),ná:njílì,ná:njílì,kònóndò,,bàndú-bàndù,pɔ́lgám,,"kʷɔ̀ⁿʒí (SE), kɔ́:njí (JH 05)",,,ɲìɲín-ò (?? ~ ɲíníɲín-ó) [pron],"àkɛ́ŋgírɛ́, àkɛ́ŋgírɛ́ wôy (""...female"")",,Tinospora bakis,,A358,liana with thick woody root used for medicine; habit and foliage resemble Aristolochia; in thickets,plant,
flora,flowering,flore,fleurissant,200,5,Molluginaceae,,,50432,,,2011,,prostrate herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glinus lotoides,,,"prostrate, leaves and stems silvery tomentose; Timbuktu, Douentza, sand",plant,
flora,flowering,flore,fleurissant,200,5,Molluginaceae,,,50433,,,2011,,prostrate herb sp.,plante herbacée sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glinus oppositifolius,,,"prostrate, leaves dark green; Djenné, Timbuktu",plant,
flora,flowering,flore,fleurissant,200,5,Molluginaceae,,,50434,,,2011,,herb sp.,plante herbacée sp.,,"jìrò-lùrɔ́ sɔ̀lɔ̀, gɔ̌ŋ tàgí=>",sé:nè sàwà:,,là:kàrà-bèrí,,"ɔ̀:rⁿɔ̀-tàgú (""monkey-shoe""), ɔ̀:rⁿɔ́ mà tàgú (""monkey's shoe"")",nìní:-dó:lò,,,,,,,,,,xxx,"sòlò gàŋálú (""field-Cassia"", ID incorrect JH < Ramata]",jìŋù-nà:-jíŋù,,,"[kùl-jèmbò]-dágè (""[stomach-sickness]-medicine"")",,,,,,,,,,,,"kèrk-èy tú:r-ó [tone; not in dict] (""sorceror's tree"")",,,Limeum pterocarpum var. pterocarpum,,,fruit is wflat winged capsule,plant,
flora,flowering,flore,fleurissant,200,5,Molluginaceae,,,50435,,,2011,,herb sp.,plante herbacée sp.,,zìrⁿàtègí,,,"[dɔ̀gɔ̀-bàgà]-sàmírⁿî (""pauper-soap"")",,"[dɔ̀ɣɔ̀-bàɣà]-sǎmnà (""pauper-soap"")",dɔ̀gɔ̀-bàgà sǎmnà,,,,,,,gɛ̀-ʔíwnà sàfúná,,,,xxx[elicit],púndɛ̀:-nɛ̀mɛ̀ngòndó,"yɔ̯à:-érⁿɛ́ (""grass-..."")",,"òndô: sàpùn (""children's soap""), [yàsìl-mbò]-sàpûn (""old.people-soap"")","bànà-gè sàmùnú (Boui), sà:gól-kɔ̌y (Tanga)","pùndɛ́-ŋgè sɔ́mɔ́ŋgè (""Fulbe soap"")",,,,xxx,,,pʷɔ̀:kɛ́ (JH 05),,,"sùnd-ò, cír-èy gàns-íy-à: [tone] (""birds' fonio-Dimin"")",yàwùràgàsá,,Mollugo nudicaulis,,,"tiny plant, leaves in rosette on ground, flowering stem erect",plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50436,,,2011,,fig tree sp.,figuier sp.,,cícìrⁿí,sɛ́r-mɛ̀njɛ̂m,sɛ́rmɛ̀zɛ̂m,mɛ́:njɛ̀,,sɛ̀rú-mɛ̀ɲɛ̂m ~ sɛ̌r-mɛ̀ɲɛ̂m,mì-mɛ̌ɲɛ̀m,,,,,xxx,wɛ̀njɛ́,cì-cɛ̀jíⁿ,,,wènjàá,wɛ̀ɲjàá,wènjâ:,ɛ́ndɛ́ndɛ́,ɛ́ⁿsánzù,ènjé-ènjù:\\ènjé-ènjì:,"wánjó (Boui, Tanga)",wɛ̀njɛ̀-wɛ́njɛ́,wɛ̀njɛ̀-wɛ́njɛ́,wⁿɛ́wⁿ̀ɛ̀,wⁿɛ́wⁿɛ̀,ŋɛ̀-ŋɛ̂:,,,"kɔ́ŋgɔ́rɔ̀ (SE spcm 1), kɔ̌ŋgɔ́rɔ̀ (SE spcm 2), kɔ́ŋgɔ̀rɔ̀ (JH 05)",,,kìlkálkùmb-ò,hɛ́nsɛ̌m ~ hɛ́msɛ̌m,,Ficus cordata subsp. lecardii,,A401,inselbergs; leaf glossy with conspicuous venation; small whitish fruits,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50437,,,2011,,fig tree sp.,figuier sp.,,,kɔ́rɔ̀,èndíyèy,kɔ́rɔ̂,,,kɔ́rɔ̀,,,,gà: píl,,,,kɔ̀mɔ́,,,,,kɔ̀:ŋgɔ́,,,,,,,,,,,,,,,ʔìndîm ~ hìndîm,,Ficus dicranostyla var. dicranostyla,,A402,"dry rocky areas, also planted; oval leaf with acuminate point",plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50438,,,2011,,fig tree sp.,figuier sp.,,,,,,,,,,,,,,,xxx,cégèjê:,,,,,,,,,,,,,,,,,,,,,,Ficus glumosa,,A404,rocky areas; short but thick trunk; oval leaf with short rounded tip; used for depilating hides,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50439,,,2011,,fig tree sp.,figuier sp.,,,"[bɔ̌: sò-ló-m̀] kùmbì (""[I don't have a father] Ficus"")",kɔ̌:y,sàkùnî,,,sàgùnûm,,,,,,,,,,kɔ̀ɔ̀lɔ́ (one near Dounde),xxx[elicit],,,,,,,,,,,,,,,,,da᷈:ⁿ,,Ficus ingens var. ingens,,A405,southern Mali; oval rough leaf glossy at top,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50440,,,2011,,fig tree sp.,figuier sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ficus polita subsp. polita,,A409,aerial roots; leaf glossy with long acuminate point; large fruit; Kikara specimen,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50441,,,2011,,fig tree sp.,figuier sp.,,,,,,,,,,,,,,,cíʔíjé,cì-cègí,,,,tégùsù,,,,,,,,,,dúbálé,,,,,,,,Ficus thonningii,"Ficus iteophylla, Ficus dekdekana, Ficus rokko",A412,now s.t. referred to F. rokko; strangling tree; aerial roots; slender leaf,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus",,,50442,,,2011,,fig tree sp.,figuier sp.,,,,kùmbù bàrⁿâyⁿ,,,,,,,,,,,yù:bɛ̀rɛ́,yù:bɛ̀rɛ́:,,,,,,,"bɔ̀rɔ̌: kùmbù:\\bɔ̀rɔ̌: kùmbè (""garden's fig""), kùmbè-gùndɛ́ (""fig-slave"")",,,,,,,,,,,,,,,Ficus trichopoda,Ficus congensis,A413,riverbanks or planted; aerial roots; broad leaf,plant,2004_661 Najamba
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (big fig)",,,50443,,,2011,,fig tree sp.,figuier sp.,,,gà:yⁿ-kɔ̌:lɔ̀y,gàyⁿàyⁿ-kɔ́ndɔ̀,gàyⁿà-kɔ̌ndɔ̂,,,gàyⁿà kɔ́:lɔ́,,,,,,gà:-gɔ́,gí-gànà,gú-gànâ:,,gàà kùyɔ́,"gàà kúyɔ́ (""Ficus first"")",gàŋgùwá,gà: bán-gɔ̀,"gàm kɔ́ndà (""fig twisted"", referring to the woody spurs that hold the fruits)","gàm-kɔ́ndɔ̀: [tone], gàm-gɔ̌ndɔ̀:\\gàm-gɔ̌ndɛ̀: (""fig-pull.off.with.hook""), gàm-[gɔ̀ndɛ́-ŋgò]\\gàm-gɔ̀ndɛ́ (""fig-pull.off.with.hook"")","dùŋò-dùŋò-nálí (Boui), dùŋò-dùŋò-nálé (Tanga)",,,,,,,,ka̋rkíyɛ̀ (JH 05),,,,kɔ̀ndɔ̂,,Ficus sur,Ficus capensis,A410,tree to 6 m; leaf oval with undulating margins; large fruits on woody spurs,plant,2005_663
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (big fig)",,,50444,,,2011,,fig tree sp.,figuier sp.,,"kùm-gǎ:ⁿ, kùm-gàwⁿá",gǎ:yⁿ,gàyⁿǎyⁿ,gàyⁿá,,gǎ:ⁿ,gàyⁿá,gǎ:ⁿ,,,"gǎ:, gà: gɛ́m (""... black"")",,gǎ:,gɛ́ⁿ,gɛ̂:yⁿ,,gàá,gàá,gàmú,gà:-ŋgɔ́,"gàm pílɛ̀ (""sycomore.fig white"")",gàm-gó\\gàmé,góŋká (Boui),kâwⁿ,kâwⁿ,káwⁿ,káwⁿ,kámù,kàŋ,,kíyɛ́ (JH 05),,,,ge᷈:ŋ,,Ficus sycomorus subsp. gnaphalocarpa,,A411,"aerial roots; classic fig fruits; planted, also on riverbanks",plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (big figs)",,,50445,,,2011,,fig tree sp.,figuier sp.,,,,,,,,,,,,,,,,,,,,,gà:-ɳgɔ́,gàm,,,,,,,kòmbè,,,,,,,,,Ficus spp. (big figs),,A398,at least F. sycomorus and F. sur,plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (large leaf)",,,50446,,,2011,,fig tree sp.,figuier sp.,,"kùm-cérécété, kùm-kérékété",kùmbú-jǒ:rò,kùmbú-zǒ:rò,"kùmbì dé: (""fig main""), kùmbì pírí (""fig white"")",,"kǔm-jèréwè (""fig-..."")",kùmbù pírí,kǔm-sèrúwè,,,kúmâ:,,kùmbǎ:,kwènjèⁿ pí,ɛ̀n-kòyⁿjèⁿ pî:,,kùmbàá,kùmbàá,kúmbú kɛ̀nɛ̀,kùm píl-gɔ̀,"kùmbù pílɛ̀ (""fig white"")","kùmbè-gùndɛ́ (""fig-slave""), pɛ̀gɔ̀lɔ̂: kùmbù:\\pɛ̀gɔ̀lɔ̂: kùmbè (""mountain's fig"")",kúmbɛ́ (Boui),kàwⁿ-kómbé,kàwⁿ kómbé,kòmbé gùrɔ̂wⁿgùrɔ̂wⁿ,kómbé gùrɔ́:ⁿ gúrɔ̀:ⁿ,kòbè-ŋ-kóbè,wánjé,,"kìŋgɛ́ (SE), kíŋgɛ́ (JH 05)",,,kòb-ò,"kɔ̀bù-kótúló (""fig-...""), kɔ̀bù kɔ́:rɛ́y (""fig white"")",,Ficus abutilifolia,,A398,"inselbergs, rocks; broad leaf; wood used by Jamsay for troughs beaten during wrestling tournament",plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (large leaf)",,,50447,,,2011,,fig tree sp.,figuier sp.,,kùm bárⁿú,kùmbi:-ná:,kùmbû:,"kùmbì bárⁿí (""fig red"")",,kǔm,kùmbù bárⁿú,"kǔm, kùm bán",,kùmú,kùmú,kùmú,kùmbú,kùmbú,kúmbù:,,kùmbú,kùmbú,kúmbú-gù,kùm bán-gɔ̀,"kùmbù bǎn (""fig red"")","kùmbù nálá:\\kùmbè nálɛ́: (""fig main"")",kòmbù (Boui),kómbé,kómbé,kómbé,kómbé,,kómbé,,kʷá: (JH 05),,,"kòb-ù bíy-ó (""fig black"")","kɔ̀bù-kìrìyà (""fig-red"")",,Ficus platyphylla,,A408,"widely planted in towns, also native (strangling); broad leaf with yellow venation",plant,
flora,flowering,flore,fleurissant,200,5,"Moraceae, Ficus (large leaf)",,,50448,,,2011,,fig tree sp. (large leaves),figuier sp. (grosses feuilles),,"kùmbú, kǔm",kùmbî:,kùmbû:,kúmbì,,,kùmbú,,,,,,,,,,,,,kúm-gɔ̀,kùmbù,kúmbù:\\kúmbè,,,,,,,,,,,,,kɔ̀bú,,Ficus spp.,,,at least F. platyphylla and F. abutilifolia,plant,
flora,flowering,flore,fleurissant,200,5,Moringaceae,,,50449,,,2011,,tree sp.,arbre sp.,,,,,,,,,,,,"àmsà:rà-lùbɔ́ ~ ànàsà:rà-lùbɔ́ (""white.person-edible.leaves""]",àsà:rà-lùbɔ́,,,"ànàsà:ràⁿ-cùmêy (""white.person-tree"")",,,"ɔ̀mɔ̀lɔ̀-yùlɔ́ (""patas.monkey-Parkia"")",yàtɛ̂:,,,,,,,làsìrí tíŋgɔ̀yɛ̀,làsírí tíngɔ́yɛ̀,,,,,,,,,,Moringa oleifera,,A417,Songho; planted; has long thin fruit; leaves eaten,plant (planted),
flora,flowering,flore,fleurissant,200,5,Musacaceae,,,50450,,,2011,,banana,banane,,,,,,,"bòròdíyà, nàmàsá (< Bam)",bɔ̀rɔ̀díyà,,,nàmàsá,bɔ̀rɔ̀-dɛ̂:,bɔ̀rɔ̀-dɛ̂:,,,bárndà:,,bɔ̀rɔ̀díyɛ̀,xxx[elicit],bɔ̀rɔ̀díyɛ̀,,,,,,,bàràndá,bárándá,bàràndá,,,,,,,"bàná:nà, bòròdíyⁿà",,Musa spp.,,,,plant (planted),
flora,flowering,flore,fleurissant,200,5,Myrtaceae,,,50451,,,2011,,eucalyptus tree,eucalyptus,,,,,sínwâ:r ~ sínwâ,,"šìnwà:rù ná: ~ sìnwà:rù ná: ~ sìnìwà:rù-ná: (""eucalyptus tree"")",sínúwâ:r,,,síníwá:rú,,síníwâ:r,"tìmmɛ̀-y pùrg-í: (""tree-Dimin yellow-Dimin"")","cùmà gɛ̀bɛ́ (""tree tall"")","màtìlàtɔ̀ⁿ-cùmêy (""menthol.balm-tree"")",,sìnwàà tìmɛ̀-ý,"mɔ̀ɔ̀ndɔ̀rɔ̀ tɔ̀n tìmɛ̀-ý, mɔ̀ndɔ̀rɔ̀tɔ̀ⁿ-[tìmɛ̀-ý] (""clock-tree"", JH < Ramata)",sìnùwâ:r,sìnwà:r-tìmá,sìnwâ: ~ sìnwâ:r,,síníwâ:r (Boui),sínúwâ:r,,šíníwá:r tíŋgɔ́yɛ̀,síníwa:́r tíŋgɔ́yɛ̀,sìnìwà tílìŋgè,sínúwâ:r,,tùbàkú n dʷè (JH 05),,,,síníwá:rù,,Eucalyptus sp. (any),,A418,planted,plant (planted),
flora,flowering,flore,fleurissant,200,5,Myrtaceae,,,50452,,,2011,,guava,goyave,,,bìyà:gú,bùyá:tì,bùyàgî,,bùyà:gú,bùyà:gú,gòyà:vú,,bùyà:gú,bùyà:gú,bùyà:gú,bùyà:gú,bùyà:kí,bùyà:kí:,,bùyà:kí,xxx[elicit],bùyà:-gú,bùyà:gú,bùyàgù,,,bùyà:gú,,bùyà:tí,bùyàtí,bùyà:gí,bùyà:gí,,,,,búyá:cî,bùyá:kì,,Psidium guajava,,A423,,plant (planted),
flora,flowering,flore,fleurissant,200,5,Myrtaceae,,,50453,,,2011,,clove,clou de girofle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wǎ:-kɔ̀ndɔ̂,,Syzygium aromaticum,,,dried flower buds imported as spice,plant (imported),
flora,flowering,flore,fleurissant,200,5,Myrtaceae,,,50704,,,2011,,tree sp.,arbre sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dǎ:nì (summit east of Kikara),,Syzygium guineense var. macrocarpum,,A424,,plant,
flora,flowering,flore,fleurissant,200,5,Nyctaginaceae,,,50457,,,2011,,herb sp. (hogweed),plante herbacée sp. (adventice),,,,,"kíyà wòsò (""squirrel's cassava""; entire plant boiled and eaten as vegetable; roots eaten by children)",,,,,,,,,tègúrù,,,,"[yà-m-pɛ̀:ⁿ]-sɛ́mɛ́lɛ́ (""[old woman]-rag"")",,,,,,"pèlè-pélè yɔgulu (Boui), ɔ̀gɔ̀-bòl dònjò: bánà (Tanga)",,,,,,,,,,,,,,Boerhavia coccinea var. coccinea,Boerhaavia repens subsp. viscosa,,,plant,
